RecordNo,SaleDate,ProductCategoryName,UnitOfMeasureName,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,TotalPrice,,,,,
14531,2021-12-05,Kief,Grams,0,0,125.6,3350.59,125.6,3350.59,,,,,
14531,2021-12-05,Vape Product,Each,12647,711617.52,0,0,12647,711617.52,,,,,
14531,2021-12-05,Shake/Trim (by strain),Grams,0,0,3561.1,25451.75,3561.1,25451.75,,,,,
14531,2021-12-05,Concentrate,Grams,0,0,142.5,9126.28,142.5,9126.28,,,,,
14531,2021-12-05,Raw Pre-Rolls,Grams,0,0,32918.65,472177,32918.65,472177,,,,,
14531,2021-12-05,Vape Product,Each,108,5328.75,0,0,108,5328.75,,,,,
14531,2021-12-05,Raw Pre-Rolls,Grams,0,0,177.75,2571.75,177.75,2571.75,,,,,
14531,2021-12-05,Infused Pre-Rolls,Grams,0,0,4.5,100,4.5,100,,,,,
14531,2021-12-05,Infused (edible),Each,22606,500652.52,0,0,22606,500652.52,,,,,
14531,2021-12-05,Buds,Grams,0,0,552,7431.79,552,7431.79,,,,,
14531,2021-12-05,Buds,Grams,0,0,107566.54,1398143.84,107566.54,1398143.84,,,,,
14531,2021-12-05,Infused Beverage,Each,80,697,0,0,80,697,,,,,
14531,2021-12-05,Concentrate (Each),Each,4363,223853.83,0,0,4363,223853.83,,,,,
14531,2021-12-05,Buds,Pounds,0,0,0.05,290,0.05,290,,,,,
14531,2021-12-05,Concentrate (Bulk),Grams,0,0,9,420,9,420,,,,,
14531,2021-12-05,Suppository,Each,1,100,0,0,1,100,,,,,
14531,2021-12-05,Concentrate (Each),Each,39,1920,0,0,39,1920,,,,,
14555,2021-12-06,Shake/Trim (by strain),Grams,0,0,28,220,28,220,,,,,
14555,2021-12-06,Infused Pre-Rolls,Grams,0,0,902.89,26915.47,902.89,26915.47,,,,,
14555,2021-12-06,Concentrate (Each),Each,60,3410,0,0,60,3410,,,,,
14555,2021-12-06,Raw Pre-Rolls,Milligrams,0,0,5000,66.7,5000,66.7,,,,,
14555,2021-12-06,Infused (edible),Each,17670,374311.06,0,0,17670,374311.06,,,,,
14555,2021-12-06,Buds,Grams,0,0,95295.59,1245958.51,95295.59,1245958.51,,,,,
14555,2021-12-06,Vape Product,Each,253,14584.75,0,0,253,14584.75,,,,,
14555,2021-12-06,Buds,Pounds,0,0,0.05,290,0.05,290,,,,,
14555,2021-12-06,Infused Beverage,Each,2802,22505.02,0,0,2802,22505.02,,,,,
14555,2021-12-06,Shake/Trim,Grams,0,0,14,90,14,90,,,,,
14555,2021-12-06,Infused (edible),Each,290,6942.47,0,0,290,6942.47,,,,,
14555,2021-12-06,Vape Product,Each,11140,622051.95,0,0,11140,622051.95,,,,,
14555,2021-12-06,Buds,Grams,0,0,1333.5,18709.34,1333.5,18709.34,,,,,
14555,2021-12-06,Concentrate,Milligrams,0,0,3000,240,3000,240,,,,,
14555,2021-12-06,Infused (non-edible),Each,369,14846.34,0,0,369,14846.34,,,,,
14555,2021-12-06,Concentrate (Bulk),Grams,0,0,3,150,3,150,,,,,
14555,2021-12-06,Infused Pre-Rolls,Grams,0,0,31.05,868,31.05,868,,,,,
14555,2021-12-06,Shake/Trim (by strain),Grams,0,0,3986,26162.68,3986,26162.68,,,,,
14555,2021-12-06,Infused (non-edible),Each,9,345,0,0,9,345,,,,,
14555,2021-12-06,Concentrate (Each),Each,3814,190683.11,0,0,3814,190683.11,,,,,
14555,2021-12-06,Kief,Grams,0,0,106,2962.14,106,2962.14,,,,,
14555,2021-12-06,Infused Beverage,Each,57,560.5,0,0,57,560.5,,,,,
14555,2021-12-06,Raw Pre-Rolls,Grams,0,0,499.75,7020,499.75,7020,,,,,
14555,2021-12-06,Concentrate,Grams,0,0,126,8107.24,126,8107.24,,,,,
14555,2021-12-06,Raw Pre-Rolls,Grams,0,0,31092.39,442998,31092.39,442998,,,,,
14580,2021-12-07,Concentrate (Each),Each,3884,192178.11,0,0,3884,192178.11,,,,,
14580,2021-12-07,Vape Product,Each,11431,632186.65,0,0,11431,632186.65,,,,,
14580,2021-12-07,Infused Beverage,Each,2691,20992.36,0,0,2691,20992.36,,,,,
14580,2021-12-07,Concentrate (Each),Each,39,2127.5,0,0,39,2127.5,,,,,
14580,2021-12-07,Infused Pre-Rolls,Grams,0,0,881.8,26325.67,881.8,26325.67,,,,,
14580,2021-12-07,Concentrate (Each),Each,7,291.69,0,0,7,291.69,,,,,
14580,2021-12-07,Raw Pre-Rolls,Grams,0,0,31830.31,447954.99,31830.31,447954.99,,,,,
14580,2021-12-07,Buds,Pounds,0,0,0.07,382.8,0.07,382.8,,,,,
14580,2021-12-07,Infused Beverage,Each,41,425,0,0,41,425,,,,,
14580,2021-12-07,Concentrate,Grams,0,0,84.6,6189.76,84.6,6189.76,,,,,
14580,2021-12-07,Shake/Trim (by strain),Grams,0,0,3764.5,25460.74,3764.5,25460.74,,,,,
14580,2021-12-07,Suppository,Each,1,100,0,0,1,100,,,,,
14580,2021-12-07,Buds,Grams,0,0,42.5,633.37,42.5,633.37,,,,,
14580,2021-12-07,Shake/Trim,Grams,0,0,23.8,190,23.8,190,,,,,
14580,2021-12-07,Infused (edible),Each,18498,393790.44,0,0,18498,393790.44,,,,,
14580,2021-12-07,Raw Pre-Rolls,Grams,0,0,254.1,3833.75,254.1,3833.75,,,,,
14580,2021-12-07,Kief,Grams,0,0,146.8,3697.53,146.8,3697.53,,,,,
14580,2021-12-07,Infused (non-edible),Each,326,12091.7,0,0,326,12091.7,,,,,
14580,2021-12-07,Infused (edible),Each,13,295.91,0,0,13,295.91,,,,,
14580,2021-12-07,Raw Pre-Rolls,Grams,0,0,7,116.69,7,116.69,,,,,
14580,2021-12-07,Buds,Grams,0,0,96205.88,1245388.37,96205.88,1245388.37,,,,,
14580,2021-12-07,Infused (edible),Each,306,6750.97,0,0,306,6750.97,,,,,
14580,2021-12-07,Shake/Trim (by strain),Grams,0,0,28,189,28,189,,,,,
14580,2021-12-07,Buds,Grams,0,0,1010.55,14246.2,1010.55,14246.2,,,,,
14580,2021-12-07,Vape Product,Each,179,10967.5,0,0,179,10967.5,,,,,
14580,2021-12-07,Concentrate,Milligrams,0,0,1000,80,1000,80,,,,,
14580,2021-12-07,Raw Pre-Rolls,Milligrams,0,0,2500,33.35,2500,33.35,,,,,
14580,2021-12-07,Infused Pre-Rolls,Grams,0,0,22.35,606,22.35,606,,,,,
14608,2021-12-08,Shake/Trim,Grams,0,0,17.8,150,17.8,150,,,,,
14608,2021-12-08,Vape Product,Each,243,12709.5,0,0,243,12709.5,,,,,
14608,2021-12-08,Infused Pre-Rolls,Grams,0,0,12.75,255,12.75,255,,,,,
14608,2021-12-08,Infused Beverage,Each,2878,21809.01,0,0,2878,21809.01,,,,,
14608,2021-12-08,Infused Beverage,Each,122,1156.5,0,0,122,1156.5,,,,,
14608,2021-12-08,Concentrate,Milligrams,0,0,2000,160,2000,160,,,,,
14608,2021-12-08,Buds,Pounds,0,0,0.07,406,0.07,406,,,,,
14608,2021-12-08,Kief,Grams,0,0,134.6,3490.88,134.6,3490.88,,,,,
14608,2021-12-08,Infused (edible),Each,393,8648.71,0,0,393,8648.71,,,,,
14608,2021-12-08,Concentrate,Grams,0,0,78.5,5170.02,78.5,5170.02,,,,,
14608,2021-12-08,Concentrate (Each),Each,3922,196285.78,0,0,3922,196285.78,,,,,
14608,2021-12-08,Buds,Grams,0,0,1176.75,14636.89,1176.75,14636.89,,,,,
14608,2021-12-08,Buds,Grams,0,0,102019.68,1301076.78,102019.68,1301076.78,,,,,
14608,2021-12-08,Infused (non-edible),Each,375,13682.09,0,0,375,13682.09,,,,,
14608,2021-12-08,Concentrate (Each),Each,7,291.69,0,0,7,291.69,,,,,
14608,2021-12-08,Buds,Ounces,0,0,0.13,54,0.13,54,,,,,
14608,2021-12-08,Buds,Grams,0,0,47.5,683.34,47.5,683.34,,,,,
14608,2021-12-08,Infused Pre-Rolls,Grams,0,0,974.66,28138.74,974.66,28138.74,,,,,
14608,2021-12-08,Infused (edible),Each,19226,404930.26,0,0,19226,404930.26,,,,,
14608,2021-12-08,Raw Pre-Rolls,Grams,0,0,428,5374.75,428,5374.75,,,,,
14608,2021-12-08,Vape Product,Each,12772,679835.6,0,0,12772,679835.6,,,,,
14608,2021-12-08,Infused (non-edible),Each,8,237.5,0,0,8,237.5,,,,,
14608,2021-12-08,Raw Pre-Rolls,Milligrams,0,0,4000,53.36,4000,53.36,,,,,
14608,2021-12-08,Raw Pre-Rolls,Grams,0,0,33133.86,466832.39,33133.86,466832.39,,,,,
14608,2021-12-08,Raw Pre-Rolls,Grams,0,0,46.5,745.03,46.5,745.03,,,,,
14608,2021-12-08,Concentrate (Bulk),Grams,0,0,6,250,6,250,,,,,
14608,2021-12-08,Kief,Grams,0,0,5,150,5,150,,,,,
14608,2021-12-08,Shake/Trim (by strain),Grams,0,0,2920.35,21168.49,2920.35,21168.49,,,,,
14608,2021-12-08,Infused (edible),Each,5,5,0,0,5,5,,,,,
14608,2021-12-08,Concentrate (Each),Each,87,3821.5,0,0,87,3821.5,,,,,
14638,2021-12-09,Raw Pre-Rolls,Grams,0,0,673.85,8616.25,673.85,8616.25,,,,,
14638,2021-12-09,Raw Pre-Rolls,Grams,0,0,3,50.01,3,50.01,,,,,
14638,2021-12-09,Infused (non-edible),Each,8,240,0,0,8,240,,,,,
14638,2021-12-09,Infused (edible),Each,23219,493634.95,0,0,23219,493634.95,,,,,
14638,2021-12-09,Kief,Grams,0,0,149.6,4000.95,149.6,4000.95,,,,,
14638,2021-12-09,Buds,Grams,0,0,112739.35,1458026.26,112739.35,1458026.26,,,,,
14638,2021-12-09,Raw Pre-Rolls,Milligrams,0,0,3500,46.69,3500,46.69,,,,,
14638,2021-12-09,Shake/Trim,Grams,0,0,59.8,420,59.8,420,,,,,
14638,2021-12-09,Concentrate,Milligrams,0,0,4000,320,4000,320,,,,,
14638,2021-12-09,Concentrate (Each),Each,139,6862.5,0,0,139,6862.5,,,,,
14638,2021-12-09,Buds,Grams,0,0,69,1033.8,69,1033.8,,,,,
14638,2021-12-09,Raw Pre-Rolls,Grams,0,0,37295.49,531653.17,37295.49,531653.17,,,,,
14638,2021-12-09,Infused Beverage,Each,3751,29960.7,0,0,3751,29960.7,,,,,
14638,2021-12-09,Shake/Trim (by strain),Grams,0,0,19,185,19,185,,,,,
14638,2021-12-09,Vape Product,Each,13971,766883.6,0,0,13971,766883.6,,,,,
14638,2021-12-09,Infused (non-edible),Each,423,16008.28,0,0,423,16008.28,,,,,
14638,2021-12-09,Concentrate,Grams,0,0,107,7509.73,107,7509.73,,,,,
14638,2021-12-09,Concentrate (Each),Each,4463,228807.4,0,0,4463,228807.4,,,,,
14638,2021-12-09,Infused Pre-Rolls,Grams,0,0,1058.25,32972.24,1058.25,32972.24,,,,,
14638,2021-12-09,Shake/Trim (by strain),Grams,0,0,3220.9,23744.68,3220.9,23744.68,,,,,
14638,2021-12-09,Infused Beverage,Each,165,1213.75,0,0,165,1213.75,,,,,
14638,2021-12-09,Infused Pre-Rolls,Grams,0,0,69.25,1665,69.25,1665,,,,,
14638,2021-12-09,Concentrate (Bulk),Grams,0,0,2,100,2,100,,,,,
14638,2021-12-09,Kief,Grams,0,0,6,180,6,180,,,,,
14638,2021-12-09,Buds,Grams,0,0,1259.25,16924.78,1259.25,16924.78,,,,,
14638,2021-12-09,Concentrate (Each),Each,3,125.01,0,0,3,125.01,,,,,
14638,2021-12-09,Infused (edible),Each,7,145.88,0,0,7,145.88,,,,,
14638,2021-12-09,Infused (edible),Each,454,10318.14,0,0,454,10318.14,,,,,
14638,2021-12-09,Vape Product,Each,337,16522.25,0,0,337,16522.25,,,,,
14667,2021-12-10,Raw Pre-Rolls,Milligrams,0,0,9000,100.34,9000,100.34,,,,,
14667,2021-12-10,Raw Pre-Rolls,Grams,0,0,14,208.39,14,208.39,,,,,
14667,2021-12-10,Infused (edible),Each,468,11997.27,0,0,468,11997.27,,,,,
14667,2021-12-10,Buds,Grams,0,0,53.5,783.36,53.5,783.36,,,,,
14667,2021-12-10,Infused (non-edible),Each,572,22258.94,0,0,572,22258.94,,,,,
14667,2021-12-10,Vape Product,Each,441,24670.65,0,0,441,24670.65,,,,,
14667,2021-12-10,Concentrate (Each),Each,103,5949,0,0,103,5949,,,,,
14667,2021-12-10,Shake/Trim,Grams,0,0,31.3,210,31.3,210,,,,,
14667,2021-12-10,Raw Pre-Rolls,Grams,0,0,48034.47,684543.91,48034.47,684543.91,,,,,
14667,2021-12-10,Buds,Grams,0,0,158842.47,2026152.14,158842.47,2026152.14,,,,,
14667,2021-12-10,Infused (edible),Each,32214,693894.32,0,0,32214,693894.32,,,,,
14667,2021-12-10,Concentrate (Each),Each,6104,302585.06,0,0,6104,302585.06,,,,,
14667,2021-12-10,Infused (edible),Each,10,220.88,0,0,10,220.88,,,,,
14667,2021-12-10,Infused Pre-Rolls,Grams,0,0,34.25,980,34.25,980,,,,,
14667,2021-12-10,Infused (non-edible),Each,5,150,0,0,5,150,,,,,
14667,2021-12-10,Infused Beverage,Each,85,817.25,0,0,85,817.25,,,,,
14667,2021-12-10,Concentrate,Milligrams,0,0,4000,320,4000,320,,,,,
14667,2021-12-10,Infused Beverage,Each,6057,48544.07,0,0,6057,48544.07,,,,,
14667,2021-12-10,Kief,Grams,0,0,216,5877.92,216,5877.92,,,,,
14667,2021-12-10,Infused Pre-Rolls,Grams,0,0,1615.73,49134.58,1615.73,49134.58,,,,,
14667,2021-12-10,Vape Product,Each,18217,996988.33,0,0,18217,996988.33,,,,,
14667,2021-12-10,Concentrate (Bulk),Grams,0,0,5.5,270,5.5,270,,,,,
14667,2021-12-10,Raw Pre-Rolls,Grams,0,0,797.55,11592.46,797.55,11592.46,,,,,
14667,2021-12-10,Concentrate,Grams,0,0,143,10039.82,143,10039.82,,,,,
14667,2021-12-10,Concentrate,Milligrams,0,0,3000,240,3000,240,,,,,
14667,2021-12-10,Infused Pre-Rolls,Milligrams,0,0,28500,1401,28500,1401,,,,,
14667,2021-12-10,Buds,Grams,0,0,2838.3,34721.18,2838.3,34721.18,,,,,
14667,2021-12-10,Shake/Trim (by strain),Grams,0,0,4040.95,27845.9,4040.95,27845.9,,,,,
14695,2021-12-11,Kief,Grams,0,0,220,5895.55,220,5895.55,,,,,
14695,2021-12-11,Infused (non-edible),Each,2,80,0,0,2,80,,,,,
14695,2021-12-11,Shake/Trim (by strain),Grams,0,0,4077.9,27719.44,4077.9,27719.44,,,,,
14695,2021-12-11,Concentrate (Each),Each,5,208.35,0,0,5,208.35,,,,,
14695,2021-12-11,Raw Pre-Rolls,Grams,0,0,34,530.35,34,530.35,,,,,
14695,2021-12-11,Buds,Grams,0,0,1797.2,23785.44,1797.2,23785.44,,,,,
14695,2021-12-11,Infused Beverage,Each,201,2047,0,0,201,2047,,,,,
14695,2021-12-11,Buds,Grams,0,0,143700.72,1885445.22,143700.72,1885445.22,,,,,
14695,2021-12-11,Vape Product,Each,17937,984775.91,0,0,17937,984775.91,,,,,
14695,2021-12-11,Vape Product,Each,422,21327.79,0,0,422,21327.79,,,,,
14695,2021-12-11,Concentrate,Milligrams,0,0,1000,80,1000,80,,,,,
14695,2021-12-11,Shake/Trim,Grams,0,0,88.6,822,88.6,822,,,,,
14695,2021-12-11,Infused Beverage,Each,6701,56106.5,0,0,6701,56106.5,,,,,
14695,2021-12-11,Raw Pre-Rolls,Grams,0,0,512.05,7043.82,512.05,7043.82,,,,,
14695,2021-12-11,Infused Pre-Rolls,Milligrams,0,0,23700,1185,23700,1185,,,,,
14695,2021-12-11,Infused (non-edible),Each,676,27899.42,0,0,676,27899.42,,,,,
14695,2021-12-11,Shake/Trim (by strain),Grams,0,0,28,190,28,190,,,,,
14695,2021-12-11,Infused Pre-Rolls,Grams,0,0,1491.58,46080.28,1491.58,46080.28,,,,,
14695,2021-12-11,Infused Pre-Rolls,Milligrams,0,0,900,45,900,45,,,,,
14695,2021-12-11,Buds,Grams,0,0,14,200,14,200,,,,,
14695,2021-12-11,Infused Pre-Rolls,Grams,0,0,22.15,644,22.15,644,,,,,
14695,2021-12-11,Concentrate,Grams,0,0,123.5,8950.68,123.5,8950.68,,,,,
14695,2021-12-11,Infused (edible),Each,577,14105,0,0,577,14105,,,,,
14695,2021-12-11,Infused (edible),Each,3,3,0,0,3,3,,,,,
14695,2021-12-11,Raw Pre-Rolls,Milligrams,0,0,6500,86.71,6500,86.71,,,,,
14695,2021-12-11,Infused (edible),Each,34515,759274.66,0,0,34515,759274.66,,,,,
14695,2021-12-11,Suppository,Each,1,100,0,0,1,100,,,,,
14695,2021-12-11,Concentrate (Each),Each,5896,295541.45,0,0,5896,295541.45,,,,,
14695,2021-12-11,Raw Pre-Rolls,Grams,0,0,45672.25,647116.99,45672.25,647116.99,,,,,
14695,2021-12-11,Concentrate (Bulk),Grams,0,0,7,300,7,300,,,,,
14695,2021-12-11,Concentrate (Each),Each,31,1810,0,0,31,1810,,,,,
14726,2021-12-12,Shake/Trim (by strain),Grams,0,0,28,160,28,160,,,,,
14726,2021-12-12,Infused Pre-Rolls,Grams,0,0,1212,37143.67,1212,37143.67,,,,,
14726,2021-12-12,Raw Pre-Rolls,Milligrams,0,0,2500,33.35,2500,33.35,,,,,
14726,2021-12-12,Infused (edible),Each,275,5157.29,0,0,275,5157.29,,,,,
14726,2021-12-12,Concentrate,Grams,0,0,123,8059.69,123,8059.69,,,,,
14726,2021-12-12,Infused (non-edible),Each,503,21324.29,0,0,503,21324.29,,,,,
14726,2021-12-12,Vape Product,Each,13227,727645.3,0,0,13227,727645.3,,,,,
14726,2021-12-12,Concentrate (Each),Each,4452,224711.47,0,0,4452,224711.47,,,,,
14726,2021-12-12,Shake/Trim (by strain),Grams,0,0,2995.2,21041.07,2995.2,21041.07,,,,,
14726,2021-12-12,Infused Beverage,Each,4280,36357.96,0,0,4280,36357.96,,,,,
14726,2021-12-12,Infused Beverage,Each,45,315,0,0,45,315,,,,,
14726,2021-12-12,Raw Pre-Rolls,Grams,0,0,233.05,3021,233.05,3021,,,,,
14726,2021-12-12,Concentrate (Bulk),Grams,0,0,3.5,200,3.5,200,,,,,
14726,2021-12-12,Concentrate,Milligrams,0,0,3000,240,3000,240,,,,,
14726,2021-12-12,Raw Pre-Rolls,Grams,0,0,34981.39,499624.22,34981.39,499624.22,,,,,
14726,2021-12-12,Infused (edible),Each,24864,551617.89,0,0,24864,551617.89,,,,,
14726,2021-12-12,Concentrate (Each),Each,27,1815,0,0,27,1815,,,,,
14726,2021-12-12,Infused Pre-Rolls,Milligrams,0,0,21300,1035,21300,1035,,,,,
14726,2021-12-12,Suppository,Each,1,100,0,0,1,100,,,,,
14726,2021-12-12,Infused Pre-Rolls,Grams,0,0,6.75,180,6.75,180,,,,,
14726,2021-12-12,Buds,Grams,0,0,110249.87,1434461.65,110249.87,1434461.65,,,,,
14726,2021-12-12,Buds,Grams,0,0,742.9,10017.74,742.9,10017.74,,,,,
14726,2021-12-12,Kief,Grams,0,0,139,3781.75,139,3781.75,,,,,
14726,2021-12-12,Shake/Trim,Grams,0,0,46,465,46,465,,,,,
14726,2021-12-12,Vape Product,Each,142,5681,0,0,142,5681,,,,,
14751,2021-12-13,Concentrate,Milligrams,0,0,1000,80,1000,80,,,,,
14751,2021-12-13,Concentrate (Each),Each,4103,204593.56,0,0,4103,204593.56,,,,,
14751,2021-12-13,Infused (non-edible),Each,392,15213.08,0,0,392,15213.08,,,,,
14751,2021-12-13,Infused Beverage,Each,3375,24657.07,0,0,3375,24657.07,,,,,
14751,2021-12-13,Infused Pre-Rolls,Grams,0,0,11.25,300,11.25,300,,,,,
14751,2021-12-13,Infused (edible),Each,19187,413684.56,0,0,19187,413684.56,,,,,
14751,2021-12-13,Kief,Grams,0,0,141,3849.59,141,3849.59,,,,,
14751,2021-12-13,Shake/Trim (by strain),Grams,0,0,74,610,74,610,,,,,
14751,2021-12-13,Concentrate,Grams,0,0,83,5761.27,83,5761.27,,,,,
14751,2021-12-13,Vape Product,Each,329,18010,0,0,329,18010,,,,,
14751,2021-12-13,Buds,Grams,0,0,864.6,12167.16,864.6,12167.16,,,,,
14751,2021-12-13,Infused (non-edible),Each,3,90,0,0,3,90,,,,,
14751,2021-12-13,Concentrate (Each),Each,43,1856,0,0,43,1856,,,,,
14751,2021-12-13,Shake/Trim,Grams,0,0,59.5,525,59.5,525,,,,,
14751,2021-12-13,Shake/Trim (by strain),Grams,0,0,3109.7,21168.19,3109.7,21168.19,,,,,
14751,2021-12-13,Infused Beverage,Each,112,1150,0,0,112,1150,,,,,
14751,2021-12-13,Suppository,Each,1,100,0,0,1,100,,,,,
14751,2021-12-13,Raw Pre-Rolls,Grams,0,0,317.5,4794.96,317.5,4794.96,,,,,
14751,2021-12-13,Kief,Grams,0,0,2,60,2,60,,,,,
14751,2021-12-13,Infused Pre-Rolls,Grams,0,0,1052.44,31974.57,1052.44,31974.57,,,,,
14751,2021-12-13,Concentrate (Bulk),Grams,0,0,5.5,270,5.5,270,,,,,
14751,2021-12-13,Infused Pre-Rolls,Milligrams,0,0,2700,135,2700,135,,,,,
14751,2021-12-13,Infused (edible),Each,288,7512,0,0,288,7512,,,,,
14751,2021-12-13,Buds,Grams,0,0,97876,1257672.97,97876,1257672.97,,,,,
14751,2021-12-13,Raw Pre-Rolls,Milligrams,0,0,5000,66.7,5000,66.7,,,,,
14751,2021-12-13,Raw Pre-Rolls,Grams,0,0,32199.77,458480.49,32199.77,458480.49,,,,,
14751,2021-12-13,Vape Product,Each,12380,667677.97,0,0,12380,667677.97,,,,,
14778,2021-12-14,Kief,Grams,0,0,2,60,2,60,,,,,
14778,2021-12-14,Raw Pre-Rolls,Grams,0,0,30.5,447.87,30.5,447.87,,,,,
14778,2021-12-14,Infused (edible),Each,14,345.89,0,0,14,345.89,,,,,
14778,2021-12-14,Concentrate (Each),Each,9,406.37,0,0,9,406.37,,,,,
14778,2021-12-14,Infused Pre-Rolls,Grams,0,0,28.35,836,28.35,836,,,,,
14778,2021-12-14,Infused (edible),Each,20248,437323.8,0,0,20248,437323.8,,,,,
14778,2021-12-14,Vape Product,Each,208,12792,0,0,208,12792,,,,,
14778,2021-12-14,Kief,Grams,0,0,128,3456.58,128,3456.58,,,,,
14778,2021-12-14,Raw Pre-Rolls,Grams,0,0,284,4184.5,284,4184.5,,,,,
14778,2021-12-14,Buds,Grams,0,0,1159.05,16084.86,1159.05,16084.86,,,,,
14778,2021-12-14,Shake/Trim (by strain),Grams,0,0,56,350,56,350,,,,,
14778,2021-12-14,Raw Pre-Rolls,Grams,0,0,35058.94,492688.82,35058.94,492688.82,,,,,
14778,2021-12-14,Shake/Trim (by strain),Grams,0,0,3346.7,22021.97,3346.7,22021.97,,,,,
14778,2021-12-14,Infused Pre-Rolls,Grams,0,0,1056.03,32580.05,1056.03,32580.05,,,,,
14778,2021-12-14,Concentrate,Grams,0,0,93.5,6602.14,93.5,6602.14,,,,,
14778,2021-12-14,Infused (non-edible),Each,8,280,0,0,8,280,,,,,
14778,2021-12-14,Buds,Grams,0,0,53,766.68,53,766.68,,,,,
14778,2021-12-14,Infused Beverage,Each,52,536,0,0,52,536,,,,,
14778,2021-12-14,Buds,Grams,0,0,108849.8,1380471.87,108849.8,1380471.87,,,,,
14778,2021-12-14,Raw Pre-Rolls,Milligrams,0,0,2000,26.68,2000,26.68,,,,,
14778,2021-12-14,Concentrate (Each),Each,85,4583,0,0,85,4583,,,,,
14778,2021-12-14,Vape Product,Each,12962,698751.8,0,0,12962,698751.8,,,,,
14778,2021-12-14,Concentrate (Each),Each,4004,196810.51,0,0,4004,196810.51,,,,,
14778,2021-12-14,Infused (non-edible),Each,435,14080.41,0,0,435,14080.41,,,,,
14778,2021-12-14,Concentrate,Milligrams,0,0,2000,160,2000,160,,,,,
14778,2021-12-14,Concentrate (Bulk),Grams,0,0,5,220,5,220,,,,,
14778,2021-12-14,Buds,Pounds,0,0,0.02,78,0.02,78,,,,,
14778,2021-12-14,Shake/Trim,Grams,0,0,59.8,535,59.8,535,,,,,
14778,2021-12-14,Infused (edible),Each,362,9756,0,0,362,9756,,,,,
14778,2021-12-14,Infused Beverage,Each,3621,28139.02,0,0,3621,28139.02,,,,,
14808,2021-12-15,Concentrate (Each),Each,3,172.02,0,0,3,172.02,,,,,
14808,2021-12-15,Buds,Grams,0,0,121296.61,1530495.14,121296.61,1530495.14,,,,,
14808,2021-12-15,Buds,Pounds,0,0,0.03,169,0.03,169,,,,,
14808,2021-12-15,Concentrate,Grams,0,0,111.5,7747.84,111.5,7747.84,,,,,
14808,2021-12-15,Buds,Grams,0,0,65,950.03,65,950.03,,,,,
14808,2021-12-15,Infused (edible),Each,24506,518634.46,0,0,24506,518634.46,,,,,
14808,2021-12-15,Infused Beverage,Each,3850,31022.05,0,0,3850,31022.05,,,,,
14808,2021-12-15,Buds,Grams,0,0,1281.75,18154.31,1281.75,18154.31,,,,,
14808,2021-12-15,Infused Pre-Rolls,Grams,0,0,1456.58,42385.07,1456.58,42385.07,,,,,
14808,2021-12-15,Concentrate (Bulk),Grams,0,0,5,200,5,200,,,,,
14808,2021-12-15,Raw Pre-Rolls,Milligrams,0,0,4500,60.03,4500,60.03,,,,,
14808,2021-12-15,Vape Product,Each,247,13833.5,0,0,247,13833.5,,,,,
14808,2021-12-15,Infused Pre-Rolls,Grams,0,0,49.25,1190,49.25,1190,,,,,
14808,2021-12-15,Concentrate (Each),Each,107,5060,0,0,107,5060,,,,,
14808,2021-12-15,Suppository,Each,3,300,0,0,3,300,,,,,
14808,2021-12-15,Vape Product,Each,14477,804159.88,0,0,14477,804159.88,,,,,
14808,2021-12-15,Concentrate (Each),Each,4522,225674.94,0,0,4522,225674.94,,,,,
14808,2021-12-15,Raw Pre-Rolls,Grams,0,0,44,586.38,44,586.38,,,,,
14808,2021-12-15,Shake/Trim (by strain),Grams,0,0,3853,24750.68,3853,24750.68,,,,,
14808,2021-12-15,Kief,Grams,0,0,164,4397.68,164,4397.68,,,,,
14808,2021-12-15,Infused (non-edible),Each,17,70.89,0,0,17,70.89,,,,,
14808,2021-12-15,Raw Pre-Rolls,Grams,0,0,648.6,8094.5,648.6,8094.5,,,,,
14808,2021-12-15,Raw Pre-Rolls,Grams,0,0,38743.53,544761.73,38743.53,544761.73,,,,,
14808,2021-12-15,Concentrate,Milligrams,0,0,1000,80,1000,80,,,,,
14808,2021-12-15,Shake/Trim (by strain),Grams,0,0,105,685,105,685,,,,,
14808,2021-12-15,Infused (edible),Each,511,11538.97,0,0,511,11538.97,,,,,
14808,2021-12-15,Infused Beverage,Each,120,867,0,0,120,867,,,,,
14808,2021-12-15,Infused (non-edible),Each,379,14608.05,0,0,379,14608.05,,,,,
14808,2021-12-15,Shake/Trim,Grams,0,0,39.5,390,39.5,390,,,,,
14808,2021-12-15,Infused (edible),Each,24,550.1,0,0,24,550.1,,,,,
14838,2021-12-16,Shake/Trim (by strain),Grams,0,0,3845.9,24455.39,3845.9,24455.39,,,,,
14838,2021-12-16,Concentrate,Milligrams,0,0,1000,80,1000,80,,,,,
14838,2021-12-16,Concentrate,Grams,0,0,128.5,8390.14,128.5,8390.14,,,,,
14838,2021-12-16,Infused Beverage,Each,201,1927.38,0,0,201,1927.38,,,,,
14838,2021-12-16,Buds,Grams,0,0,127896.42,1635158.16,127896.42,1635158.16,,,,,
14838,2021-12-16,Buds,Grams,0,0,24.5,366.69,24.5,366.69,,,,,
14838,2021-12-16,Raw Pre-Rolls,Grams,0,0,23.5,379.22,23.5,379.22,,,,,
14838,2021-12-16,Kief,Grams,0,0,141,3786.67,141,3786.67,,,,,
